9AM,1,14,14
10AM,2,22,11
11AM,2,24,12
12PM,2,48,22
1PM,2,26,13
2PM,2,28,14
3PM,2,30,15
4PM,2,32,16
5PM,3,42,14
6PM,2,36,18
7PM,2,38,19
8PM,2,40,20
9PM,2,42,21
